Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming,Translated
@Subandrio-t2j,Mantap 02 ndk salah pilih ku,mantap ndk salah pilih ku,"['mantap', 'ndk', 'salah', 'pilih', 'ku']","['mantap', 'ndk', 'salah', 'pilih', 'ku']",mantap ndk salah pilih ku,great ndk wrong select me
@jumaidindin5020,Rakyat sudah cerdas. Ngomong dengam mega. Jaga mulut jangan sombong. Jangan pintar bacot saja rakyat sudah muak dengan elit pdip. Kami yg ada di malaysia. Ini pun kecewa ngan pdip,rakyat sudah cerdas mengomong dengam mega jaga mulut jangan sombong jangan pintar bacot saja rakyat sudah muak dengan elit pdip kami yang ada di malaysia ini pun kecewa ngan pdip,"['rakyat', 'sudah', 'cerdas', 'mengomong', 'dengam', 'mega', 'jaga', 'mulut', 'jangan', 'sombong', 'jangan', 'pintar', 'bacot', 'saja', 'rakyat', 'sudah', 'muak', 'dengan', 'elit', 'pdip', 'kami', 'yang', 'ada', 'di', 'malaysia', 'ini', 'pun', 'kecewa', 'ngan', 'pdip']","['rakyat', 'cerdas', 'mengomong', 'dengam', 'mega', 'jaga', 'mulut', 'sombong', 'pintar', 'bacot', 'rakyat', 'muak', 'elit', 'pdip', 'malaysia', 'kecewa', 'ngan', 'pdip']",rakyat cerdas omong dengam mega jaga mulut sombong pintar bacot rakyat muak elit pdip malaysia kecewa ngan pdip,The people are smart talking with mega guarding arrogant mouths smart bacot people are fed up with elite PDIP Malaysia disappointed with PDIP
@lamsinilam9687,Elit selalu UMEG....,elit selalu umeg,"['elit', 'selalu', 'umeg']","['elit', 'umeg']",elit umeg,Elite Umeg
@yaniajalah6773,"Ya udah yg kalah kalo dak terima buktikan kalo idak jadi oposisi aja., kan demokrasi.",ya sudah yang kalah kalau indak terima buktikan kalau idak jadi oposisi saja kan demokrasi,"['ya', 'sudah', 'yang', 'kalah', 'kalau', 'indak', 'terima', 'buktikan', 'kalau', 'idak', 'jadi', 'oposisi', 'saja', 'kan', 'demokrasi']","['kalah', 'indak', 'terima', 'buktikan', 'idak', 'oposisi', 'demokrasi']",kalah indak terima bukti idak oposisi demokrasi,Lose Indak Receive Evidence of Different Opposition of Democracy
@gunawansalim1763,02 jawaban adem di hati ✌1 putaran ...😊😊,jawaban adem di hati putaran,"['jawaban', 'adem', 'di', 'hati', 'putaran']","['adem', 'hati', 'putaran']",adem hati putar,cool heart rotate
@JEKANDANDUNGHKNG,Jubir 03 masih belum yakin 😅😅😅,jubir masih belum yakin,"['jubir', 'masih', 'belum', 'yakin']",['jubir'],jubir,spokesman
@matsarih5048,"Masa siih Ganjar Mahfud kala kan ada Bu banteng dua&quot;nya pinter prof lagi, makanya jangan jangan suka menyalakan  ibu&quot; SE Indonesia jadi kualat daa",masa sih ganjar mahfud kala kan ada bu banteng duanya pintar prof lagi makanya jangan jangan suka menyalakan ibu se indonesia jadi kualat daa,"['masa', 'sih', 'ganjar', 'mahfud', 'kala', 'kan', 'ada', 'bu', 'banteng', 'duanya', 'pintar', 'prof', 'lagi', 'makanya', 'jangan', 'jangan', 'suka', 'menyalakan', 'ibu', 'se', 'indonesia', 'jadi', 'kualat', 'daa']","['sih', 'ganjar', 'mahfud', 'bu', 'banteng', 'duanya', 'pintar', 'prof', 'suka', 'menyalakan', 'indonesia', 'kualat', 'daa']",sih ganjar mahfud bu banteng dua pintar prof suka nyala indonesia kualat daa,Sih Grandpa Mahfud Bu Banteng Two Smart Prof. Likes Indonesia Nyala
@Tonky-y1b,Udah kalah mah kalah aja sen....pake ada yg curang lah....jantan donk...ngeles  aja ente...,sudah kalah mah kalah saja sen pakai ada yang curang lah jantan dong ngeles saja ente,"['sudah', 'kalah', 'mah', 'kalah', 'saja', 'sen', 'pakai', 'ada', 'yang', 'curang', 'lah', 'jantan', 'dong', 'ngeles', 'saja', 'ente']","['kalah', 'mah', 'kalah', 'sen', 'pakai', 'curang', 'jantan', 'ngeles', 'ente']",kalah mah kalah sen pakai curang jantan ngeles ente,lost mah lost cent
@aisahajah388,",ya udah.waktunya.pak.prabowo.mas.kibran.jadi.persiden.indonesia.dulu.sevaluate.kalah.blm.dia.waktunyanya.jadi presiden.semoga.5.tahun.dia.jadi.pemimpin.lebih.baik.kasih.sayang.ininja.janji.dI.tepati.amin",ya sudah waktunya pak prabowo mas kibran jadi persiden indonesia dulu sevaluate kalah belum dia waktunyanya jadi presiden semoga tahun dia jadi pemimpin lebih baik kasih sayang ininja janji di tepati amin,"['ya', 'sudah', 'waktunya', 'pak', 'prabowo', 'mas', 'kibran', 'jadi', 'persiden', 'indonesia', 'dulu', 'sevaluate', 'kalah', 'belum', 'dia', 'waktunyanya', 'jadi', 'presiden', 'semoga', 'tahun', 'dia', 'jadi', 'pemimpin', 'lebih', 'baik', 'kasih', 'sayang', 'ininja', 'janji', 'di', 'tepati', 'amin']","['prabowo', 'mas', 'kibran', 'persiden', 'indonesia', 'sevaluate', 'kalah', 'waktunyanya', 'presiden', 'semoga', 'pemimpin', 'kasih', 'sayang', 'ininja', 'janji', 'tepati', 'amin']",prabowo mas kibran persiden indonesia sevaluate kalah waktunyanya presiden moga pimpin kasih sayang ininja janji tepat amin,Prabowo Mas Kibran Persiden Indonesia SEVALUATE Lose time the time of the President Moga leads the affection of the appropriate promise Amin
@hermantino7500,"Kalian jangan mau ditipu oleh hasil survei quick count dari lembaga survei karena ini merupakan pengiring opini publik, jangankan lembaga survei pejabat negara aja mereka kuasai oleh penguasa karena yang dilawan ini adalah penguasa yang haus jabatan 😏😏😏😏😏😏😏",kalian jangan mau ditipu oleh hasil survei quick count dari lembaga survei karena ini merupakan pengiring opini publik jangankan lembaga survei pejabat negara saja mereka kuasai oleh penguasa karena yang dilawan ini adalah penguasa yang haus jabatan,"['kalian', 'jangan', 'mau', 'ditipu', 'oleh', 'hasil', 'survei', 'quick', 'count', 'dari', 'lembaga', 'survei', 'karena', 'ini', 'merupakan', 'pengiring', 'opini', 'publik', 'jangankan', 'lembaga', 'survei', 'pejabat', 'negara', 'saja', 'mereka', 'kuasai', 'oleh', 'penguasa', 'karena', 'yang', 'dilawan', 'ini', 'adalah', 'penguasa', 'yang', 'haus', 'jabatan']","['ditipu', 'hasil', 'survei', 'quick', 'count', 'lembaga', 'survei', 'pengiring', 'opini', 'publik', 'lembaga', 'survei', 'pejabat', 'negara', 'kuasai', 'penguasa', 'dilawan', 'penguasa', 'haus', 'jabatan']",tipu hasil survei quick count lembaga survei iring opini publik lembaga survei jabat negara kuasa kuasa lawan kuasa haus jabat,tricks on the results of the quick count survey institute surveying public opinion institution survey institute resistance
@rinasiregar5629,"Assalamualaikum. Mohon maaf sebelumnya semuanya.. Sebenarnya saat ini Para Petugas Kpps di TPS masing&quot; masih di lapangan, belum ada yang bisa pulang, karena sistim kinerja Perhitungan Masih banyak yang belum bisa mengirim sama sekali dari Sirekap 1 dan 2, saat ini sistim pengirimannya dengan Link Online tetapi Sangat bermasalah dengan Jaringan &quot;Apalagi Sirekap 1 dan 2&quot; belum bisa masuk karena JARINGAN",assalamualaikum mohon maaf sebelumnya semuanya sebenarnya saat ini para petugas kpps di tps masing masih di lapangan belum ada yang bisa pulang karena sistim kinerja perhitungan masih banyak yang belum bisa mengirim sama sekali dari sirekap dan saat ini sistim pengirimannya dengan link online tetapi sangat bermasalah dengan jaringan apalagi sirekap dan belum bisa masuk karena jaringan,"['assalamualaikum', 'mohon', 'maaf', 'sebelumnya', 'semuanya', 'sebenarnya', 'saat', 'ini', 'para', 'petugas', 'kpps', 'di', 'tps', 'masing', 'masih', 'di', 'lapangan', 'belum', 'ada', 'yang', 'bisa', 'pulang', 'karena', 'sistim', 'kinerja', 'perhitungan', 'masih', 'banyak', 'yang', 'belum', 'bisa', 'mengirim', 'sama', 'sekali', 'dari', 'sirekap', 'dan', 'saat', 'ini', 'sistim', 'pengirimannya', 'dengan', 'link', 'online', 'tetapi', 'sangat', 'bermasalah', 'dengan', 'jaringan', 'apalagi', 'sirekap', 'dan', 'belum', 'bisa', 'masuk', 'karena', 'jaringan']","['assalamualaikum', 'mohon', 'maaf', 'petugas', 'kpps', 'tps', 'lapangan', 'pulang', 'sistim', 'kinerja', 'perhitungan', 'mengirim', 'sirekap', 'sistim', 'pengirimannya', 'link', 'online', 'bermasalah', 'jaringan', 'sirekap', 'masuk', 'jaringan']",assalamualaikum mohon maaf tugas kpps tps lapang pulang sistim kerja hitung kirim sirekap sistim kirim link online masalah jaring sirekap masuk jaring,Assalamualaikum Sorry for the task of KPPS TPS Lapang Returns Work System Calculate Sirekap System Send Link Online Problems Sirekap Net Entry Net
@hasantiro6139,RANG RANG ITU NARASI YG KALAH DI PASTIKAN AKAN TERJADI BAHKAN DI DUNIA,rang rang itu narasi yang kalah di pastikan akan terjadi bahkan di dunia,"['rang', 'rang', 'itu', 'narasi', 'yang', 'kalah', 'di', 'pastikan', 'akan', 'terjadi', 'bahkan', 'di', 'dunia']","['rang', 'rang', 'narasi', 'kalah', 'pastikan', 'dunia']",rang rang narasi kalah pasti dunia,Rang Rang Narrative Lose Certainly the World
@sintiaputri4788,"Alay pdip,rakyat sudah pintar solo pun tetep gibran,parahh yo??? Seng ngomong SOLO BUKAN GIBRAN MINGKEM SEk boss,tanda TUHAN blm berkehendak buat 03 boss😢 selamat prabowogibran!!!<br>Untuk mahasewa guru sewa dll mingkem sek!!!",alay pdiprakyat sudah pintar solo pun tetap gibranparahh ya seng mengomong solo bukan gibran mingkem sek bosstanda tuhan belum berkehendak buat bos selamat prabowogibranuntuk mahasewa guru sewa dll mingkem sek,"['alay', 'pdiprakyat', 'sudah', 'pintar', 'solo', 'pun', 'tetap', 'gibranparahh', 'ya', 'seng', 'mengomong', 'solo', 'bukan', 'gibran', 'mingkem', 'sek', 'bosstanda', 'tuhan', 'belum', 'berkehendak', 'buat', 'bos', 'selamat', 'prabowogibranuntuk', 'mahasewa', 'guru', 'sewa', 'dll', 'mingkem', 'sek']","['alay', 'pdiprakyat', 'pintar', 'solo', 'gibranparahh', 'seng', 'mengomong', 'solo', 'gibran', 'mingkem', 'sek', 'bosstanda', 'tuhan', 'bos', 'selamat', 'prabowogibranuntuk', 'mahasewa', 'guru', 'sewa', 'dll', 'mingkem', 'sek']",alay pdiprakyat pintar solo gibranparahh seng omong solo gibran mingkem sek bosstanda tuhan bos selamat prabowogibranuntuk mahasewa guru sewa dll mingkem sek,Alay Pdiprakyat Smart Solo Gibranparahh Seng Solo Solo Gibran Mingkem Sek Bosstanda God Boss Congratulations Prabowogibran for the Mahaseva Rental Teacher etc.
@sholihinslawi636,Kayak nya ada yg ga terima dgn kekalahan nihhhh,kayak ya ada yang tidak terima dengan kekalahan nihhhh,"['kayak', 'ya', 'ada', 'yang', 'tidak', 'terima', 'dengan', 'kekalahan', 'nihhhh']","['kayak', 'terima', 'kekalahan', 'nihhhh']",kayak terima kalah nihhhh,like accept losing yhhh
@sariyadisariyadi1574,"Mulutnya orang2 pdip memamang sangat busuk,ingat rakyat sudah bosan dgn pdip yg selalu tipu rakyat.rakyat sudah kompak tengelamkan pdip",mulutnya pdip memamang sangat busukingat rakyat sudah bosan dengan pdip yang selalu tipu rakyat rakyat sudah kompak tengelamkan pdip,"['mulutnya', 'pdip', 'memamang', 'sangat', 'busukingat', 'rakyat', 'sudah', 'bosan', 'dengan', 'pdip', 'yang', 'selalu', 'tipu', 'rakyat', 'rakyat', 'sudah', 'kompak', 'tengelamkan', 'pdip']","['mulutnya', 'pdip', 'memamang', 'busukingat', 'rakyat', 'bosan', 'pdip', 'tipu', 'rakyat', 'rakyat', 'kompak', 'tengelamkan', 'pdip']",mulut pdip mamang busukingat rakyat bosan pdip tipu rakyat rakyat kompak tengelamkan pdip,The mouth of PDIP Mamang Remoders Remember the people are tired
@nurliritonga6064,Rasa2nya koq ga yakin ya...,rasa2nya kok tidak yakin ya,"['rasa2nya', 'kok', 'tidak', 'yakin', 'ya']",['rasa2nya'],rasa2nya,taste
@PamaBeribe,"Aduh kasihan  paslon 1 dan 3,,,, emankx   kalian pikir kalian menang,,, rata rata takyat ini sudah pintar,,, kami rakyat kecil lebih pintar  dari kalian yg hanya duduk dengar,,,, kami ini saksi  TPS,,, , kasihan kalau kalah ya kalah apalagi yg mau diperjuanhkan?",aduh kasihan paslon dan emankx kalian pikir kalian menang rata rata takyat ini sudah pintar kami rakyat kecil lebih pintar dari kalian yang hanya duduk dengar kami ini saksi tps kasihan kalau kalah ya kalah apalagi yang mau diperjuanhkan,"['aduh', 'kasihan', 'paslon', 'dan', 'emankx', 'kalian', 'pikir', 'kalian', 'menang', 'rata', 'rata', 'takyat', 'ini', 'sudah', 'pintar', 'kami', 'rakyat', 'kecil', 'lebih', 'pintar', 'dari', 'kalian', 'yang', 'hanya', 'duduk', 'dengar', 'kami', 'ini', 'saksi', 'tps', 'kasihan', 'kalau', 'kalah', 'ya', 'kalah', 'apalagi', 'yang', 'mau', 'diperjuanhkan']","['aduh', 'kasihan', 'paslon', 'emankx', 'pikir', 'menang', 'takyat', 'pintar', 'rakyat', 'pintar', 'duduk', 'dengar', 'saksi', 'tps', 'kasihan', 'kalah', 'kalah', 'diperjuanhkan']",aduh kasihan paslon emankx pikir menang takyat pintar rakyat pintar duduk dengar saksi tps kasihan kalah kalah diperjuanhkan,"Ouch, Poor Emankx Paslon Thinks Winning Takyat Smart The people are good at sitting at the TPS Witnesses, sorry for losing losing"
@lamsinilam9687,"Memang pelit,...mengucapkan selamat saja susah,....itu tandanya gak rela mengakui keunggulan orang lain.<br>Ingat lho,....selisihnya 10% lebih,....mau yg gimana lagi.",memang pelit mengucapkan selamat saja susah itu tandanya tidak rela mengakui keunggulan orang lain ingat lho selisihnya lebih mau yang bagaimana lagi,"['memang', 'pelit', 'mengucapkan', 'selamat', 'saja', 'susah', 'itu', 'tandanya', 'tidak', 'rela', 'mengakui', 'keunggulan', 'orang', 'lain', 'ingat', 'lho', 'selisihnya', 'lebih', 'mau', 'yang', 'bagaimana', 'lagi']","['pelit', 'selamat', 'susah', 'tandanya', 'rela', 'mengakui', 'keunggulan', 'orang', 'lho', 'selisihnya']",pelit selamat susah tanda rela aku unggul orang lho selisih,Stingy happy difficulty signs I am superior to people you know the difference
@budetestesqqqtestestestest80,"Saya ucapkan selamat  pada paslon pragib, semoga persatuan dan kesatuan selalu  terjaga, siapapun presidennya saya mendukung demi negara indonesia tercinta",saya ucapkan selamat pada paslon pragib semoga persatuan dan kesatuan selalu terjaga siapapun presidennya saya mendukung demi negara indonesia tercinta,"['saya', 'ucapkan', 'selamat', 'pada', 'paslon', 'pragib', 'semoga', 'persatuan', 'dan', 'kesatuan', 'selalu', 'terjaga', 'siapapun', 'presidennya', 'saya', 'mendukung', 'demi', 'negara', 'indonesia', 'tercinta']","['ucapkan', 'selamat', 'paslon', 'pragib', 'semoga', 'persatuan', 'kesatuan', 'terjaga', 'presidennya', 'mendukung', 'negara', 'indonesia', 'tercinta']",ucap selamat paslon pragib moga satu satu jaga presiden dukung negara indonesia cinta,"congratulations on the Paslon Pragib, hopefully one one takes care of the president to support the Indonesian state of love"
@RiaMustika-l9p,Ini siapa yg menang jdnya,ini siapa yang menang jdnya,"['ini', 'siapa', 'yang', 'menang', 'jdnya']","['menang', 'jdnya']",menang jdnya,win it
@susilawatihambali9228,Quick count diem diem aja ga grecokin KPU,quick count diam diam saja tidak grecokin kpu,"['quick', 'count', 'diam', 'diam', 'saja', 'tidak', 'grecokin', 'kpu']","['quick', 'count', 'diam', 'diam', 'grecokin', 'kpu']",quick count diam diam grecokin kpu,Quick Count Silent Silent Grecokin KPU
@yaniajalah6773,Tau dak apapu partainya presidennya Prabowo.,tau indak apapu partainya presidennya prabowo,"['tau', 'indak', 'apapu', 'partainya', 'presidennya', 'prabowo']","['tau', 'indak', 'apapu', 'partainya', 'presidennya', 'prabowo']",tau indak apapu partai presiden prabowo,"you know, the presidential party of President Prabowo"
@agustinusdonulawang8029,❤ PRA-GIB 02....THE BEST.....TYM.,pragib the best tym,"['pragib', 'the', 'best', 'tym']","['pragib', 'the', 'best', 'tym']",pragib the best tym,pragib the best tym
@maryotomaryoto2693,"Helah, lagu lama yang gak merdu sama sekali",helah lagu lama yang tidak merdu sama sekali,"['helah', 'lagu', 'lama', 'yang', 'tidak', 'merdu', 'sama', 'sekali']","['helah', 'lagu', 'merdu']",helah lagu merdu,The Merdu song trick
@aceee1444,Mamam noh 01 terlalu rasis bawa&quot; agama,mamam noh terlalu rasis bawa agama,"['mamam', 'noh', 'terlalu', 'rasis', 'bawa', 'agama']","['mamam', 'noh', 'rasis', 'bawa', 'agama']",mamam noh ras bawa agama,Mamam Noh Ras Bring Religion
@wawanwahyudin9343,Alhamdulillah semoga sehat walafiat selalu pa Prabowo Subianto dan mas Gibran,alhamdulillah semoga sehat walafiat selalu apa prabowo subianto dan mas gibran,"['alhamdulillah', 'semoga', 'sehat', 'walafiat', 'selalu', 'apa', 'prabowo', 'subianto', 'dan', 'mas', 'gibran']","['alhamdulillah', 'semoga', 'sehat', 'walafiat', 'prabowo', 'subianto', 'mas', 'gibran']",alhamdulillah moga sehat walafiat prabowo subianto mas gibran,"Alhamdulillah, I hope we are healthy, Prabowo Subianto Mas Gibran"
@yaniajalah6773,"Yang cerdas berdemokrasi itu masyarakat..., yg parahnya oknum elite politik lah yg tidak cerdas.",yang cerdas berdemokrasi itu masyarakat yang parahnya oknum elite politik lah yang tidak cerdas,"['yang', 'cerdas', 'berdemokrasi', 'itu', 'masyarakat', 'yang', 'parahnya', 'oknum', 'elite', 'politik', 'lah', 'yang', 'tidak', 'cerdas']","['cerdas', 'berdemokrasi', 'masyarakat', 'parahnya', 'oknum', 'elite', 'politik', 'cerdas']",cerdas demokrasi masyarakat parah oknum elite politik cerdas,intelligent democracy of the severe community of an intelligent political elite
@SoewarnoSofia,"01 sm 03 mending nyerah sj sm 02<br>Udh ngk bakal terrkejar, legowo aj",sama mending nyerah saja sama 02udh tidak bakal terrkejar legowo saja,"['sama', 'mending', 'nyerah', 'saja', 'sama', '02udh', 'tidak', 'bakal', 'terrkejar', 'legowo', 'saja']","['mending', 'nyerah', '02udh', 'terrkejar', 'legowo']",mending nyerah 02udh terrkejar legowo,Better to surrender 02udh Terrkejar Legowo
@PamaBeribe,"Kami d pedesaan sampai kota kota ini hampir  100%  TPS,,,, pilih pak prabowo,,  ,,, se tiap  TPS",kami di pedesaan sampai kota kota ini hampir tps pilih pak prabowo se tiap tps,"['kami', 'di', 'pedesaan', 'sampai', 'kota', 'kota', 'ini', 'hampir', 'tps', 'pilih', 'pak', 'prabowo', 'se', 'tiap', 'tps']","['pedesaan', 'kota', 'kota', 'tps', 'pilih', 'prabowo', 'tps']",desa kota kota tps pilih prabowo tps,TPS City City Village Choose Prabowo TPS
@ahmadstewa5103,Debat dinilai paling bawa.tapi nilai suara rakyat sangat fantastis... 02 gas full,debat dinilai paling bawa tapi nilai suara rakyat sangat fantastis gas full,"['debat', 'dinilai', 'paling', 'bawa', 'tapi', 'nilai', 'suara', 'rakyat', 'sangat', 'fantastis', 'gas', 'full']","['debat', 'dinilai', 'bawa', 'nilai', 'suara', 'rakyat', 'fantastis', 'gas', 'full']",debat nilai bawa nilai suara rakyat fantastis gas full,Debate Value Bring Full Gas Fantastic Voice Value
@Chandra_Petanihore,"kubu 01 ,02 ,03 sama2 hebat......❤",kubu hebat,"['kubu', 'hebat']","['kubu', 'hebat']",kubu hebat,a great fort
@JejeJongor,Prabowo mnang suara rakyat kecil,prabowo mnang suara rakyat kecil,"['prabowo', 'mnang', 'suara', 'rakyat', 'kecil']","['prabowo', 'mnang', 'suara', 'rakyat']",prabowo mnang suara rakyat,Prabowo still the votes of the people
@hasantiro6139,2014..2019 juga Prabowo juga kek gitu DG narasinya sama DG narasi pendukung Ganjar ngak percaya surve juga quikon itu memang narasi yg kalah malah bukan pilpres aja memilih RT RW kades juga narasi yg kalah adalah curang,juga prabowo juga kayak begitu dengan narasinya sama dengan narasi pendukung ganjar tidak percaya surve juga quikon itu memang narasi yang kalah malah bukan pilpres saja memilih rt rw kades juga narasi yang kalah adalah curang,"['juga', 'prabowo', 'juga', 'kayak', 'begitu', 'dengan', 'narasinya', 'sama', 'dengan', 'narasi', 'pendukung', 'ganjar', 'tidak', 'percaya', 'surve', 'juga', 'quikon', 'itu', 'memang', 'narasi', 'yang', 'kalah', 'malah', 'bukan', 'pilpres', 'saja', 'memilih', 'rt', 'rw', 'kades', 'juga', 'narasi', 'yang', 'kalah', 'adalah', 'curang']","['prabowo', 'kayak', 'narasinya', 'narasi', 'pendukung', 'ganjar', 'percaya', 'surve', 'quikon', 'narasi', 'kalah', 'pilpres', 'memilih', 'rt', 'rw', 'kades', 'narasi', 'kalah', 'curang']",prabowo kayak narasi narasi dukung ganjar percaya surve quikon narasi kalah pilpres pilih rt rw kades narasi kalah curang,Prabowo like narrative narrative supporting Ganjar believes the quikon survey narrative loses the presidential election select RT RW Kades Narrative Lose Losing
@AhmadYasin-lh9li,Kalo d Mojokerto 02 unggul telak bos,kalau di mojokerto unggul telak bos,"['kalau', 'di', 'mojokerto', 'unggul', 'telak', 'bos']","['mojokerto', 'unggul', 'telak', 'bos']",mojokerto unggul telak bos,Mojokerto Boss Superior
@Zaidah12389,yg Mempengaruhi jelas pak Jokowi karna Pengikut Jokowi <br>Rakyat masih percaya sama pak Jokowi sudah Pendukung<br>Berhijrah ke Paslon 02 itu belum lagi pendukung Prabowo yg dulu ootomatis <br>2019 masih dominan keprabowo tambah lagi daerah 2 yg positif berhasilnya Prabowo seperti pulau Kalimantan dan Papua NTT<br>Ini Memenangkan Prabowo <br>Ini mudah dibaca.ini bukan demokrasi bong ini karna ulahnya 01dan03 selalu menyerang dan menghina <br>Rakyat sudah menilai jgn <br>Merasa baik .,yang mempengaruhi jelas pak jokowi karena pengikut jokowi rakyat masih percaya sama pak jokowi sudah pendukungberhijrah ke paslon itu belum lagi pendukung prabowo yang dulu ootomatis masih dominan keprabowo tambah lagi daerah yang positif berhasilnya prabowo seperti pulau kalimantan dan papua nttini memenangkan prabowo ini mudah dibaca ini bukan demokrasi bong ini karena ulahnya 01dan03 selalu menyerang dan menghina rakyat sudah menilai jangan merasa baik,"['yang', 'mempengaruhi', 'jelas', 'pak', 'jokowi', 'karena', 'pengikut', 'jokowi', 'rakyat', 'masih', 'percaya', 'sama', 'pak', 'jokowi', 'sudah', 'pendukungberhijrah', 'ke', 'paslon', 'itu', 'belum', 'lagi', 'pendukung', 'prabowo', 'yang', 'dulu', 'ootomatis', 'masih', 'dominan', 'keprabowo', 'tambah', 'lagi', 'daerah', 'yang', 'positif', 'berhasilnya', 'prabowo', 'seperti', 'pulau', 'kalimantan', 'dan', 'papua', 'nttini', 'memenangkan', 'prabowo', 'ini', 'mudah', 'dibaca', 'ini', 'bukan', 'demokrasi', 'bong', 'ini', 'karena', 'ulahnya', '01dan03', 'selalu', 'menyerang', 'dan', 'menghina', 'rakyat', 'sudah', 'menilai', 'jangan', 'merasa', 'baik']","['mempengaruhi', 'jokowi', 'pengikut', 'jokowi', 'rakyat', 'percaya', 'jokowi', 'pendukungberhijrah', 'paslon', 'pendukung', 'prabowo', 'ootomatis', 'dominan', 'keprabowo', 'daerah', 'positif', 'berhasilnya', 'prabowo', 'pulau', 'kalimantan', 'papua', 'nttini', 'memenangkan', 'prabowo', 'mudah', 'dibaca', 'demokrasi', 'bong', 'ulahnya', '01dan03', 'menyerang', 'menghina', 'rakyat', 'menilai']",pengaruh jokowi ikut jokowi rakyat percaya jokowi pendukungberhijrah paslon dukung prabowo ootomatis dominan keprabowo daerah positif hasil prabowo pulau kalimantan papua nttini menang prabowo mudah baca demokrasi bong ulah 01dan03 serang hina rakyat nilai,The influence of Jokowi joining Jokowi people believes in Jokowi supporting the Paslon Supporting Prabowo OOTOMATIS Dominant Keprabowo Positive Areas Results of Prabowo Kalimantan Island Papua NTTINI wins Prabowo Easy to Read Democracy Bong Uhah 01 and 03 Serang Hina People Values
@charolinaiba8454,"😂 biasa gitu klo kalah,, bilang curang 😂😂😂",biasa begitu kalau kalah bilang curang,"['biasa', 'begitu', 'kalau', 'kalah', 'bilang', 'curang']","['kalah', 'bilang', 'curang']",kalah bilang curang,Losing says cheating
@DediIswandi-r2s,Mnang telak d blng curang biasa itu mh,mnang telak di bilang curang biasa itu mah,"['mnang', 'telak', 'di', 'bilang', 'curang', 'biasa', 'itu', 'mah']","['mnang', 'telak', 'bilang', 'curang', 'mah']",mnang telak bilang curang mah,Mnang neckmacles mah
@glansend841,02 winnnnn,winnnnn,['winnnnn'],['winnnnn'],winnnnn,winnnnn
@stevededdy29,Senyumin aja 😊<br>02 it&#39;s me ❤🎉,senyumi saja its me,"['senyumi', 'saja', 'its', 'me']","['senyumi', 'its', 'me']",senyum its me,smile its me
@kasyfulanwar7348,Dan sangat beruntung sekali bagi orang yg tidak menerima sugukan dan tidak bermain corang. Semoga Allah SWT akan selalu Merahmati sekalian dia dan keluarganya. Amin Ya Rabbal&#39;alamin.. 🤲,dan sangat beruntung sekali bagi orang yang tidak menerima sugukan dan tidak bermain corang semoga allah swt akan selalu merahmati sekalian dia dan keluarganya amin ya rabbalalamin,"['dan', 'sangat', 'beruntung', 'sekali', 'bagi', 'orang', 'yang', 'tidak', 'menerima', 'sugukan', 'dan', 'tidak', 'bermain', 'corang', 'semoga', 'allah', 'swt', 'akan', 'selalu', 'merahmati', 'sekalian', 'dia', 'dan', 'keluarganya', 'amin', 'ya', 'rabbalalamin']","['beruntung', 'orang', 'menerima', 'sugukan', 'bermain', 'corang', 'semoga', 'allah', 'swt', 'merahmati', 'keluarganya', 'amin', 'rabbalalamin']",untung orang terima sugukan main corang moga allah swt rahmat keluarga amin rabbalalamin,Fortunately people accept the pleasure
@the_ass,Kl pun ada yg tidak terima bukan ke palon yg menang.. tetapi lebih ke operator atau penerinth saat ini.. jd prabowo msh aman lanjut jd presiden.. peta kekuatan saat ini pdip vs jokowi... Bukan lawan prabowo.. wkkkk,kalau pun ada yang tidak terima bukan ke palon yang menang tetapi lebih ke operator atau penerinth saat ini jadi prabowo masih aman lanjut jadi presiden peta kekuatan saat ini pdip vs jokowi bukan lawan prabowo wkkkk,"['kalau', 'pun', 'ada', 'yang', 'tidak', 'terima', 'bukan', 'ke', 'palon', 'yang', 'menang', 'tetapi', 'lebih', 'ke', 'operator', 'atau', 'penerinth', 'saat', 'ini', 'jadi', 'prabowo', 'masih', 'aman', 'lanjut', 'jadi', 'presiden', 'peta', 'kekuatan', 'saat', 'ini', 'pdip', 'vs', 'jokowi', 'bukan', 'lawan', 'prabowo', 'wkkkk']","['terima', 'palon', 'menang', 'operator', 'penerinth', 'prabowo', 'aman', 'presiden', 'peta', 'kekuatan', 'pdip', 'vs', 'jokowi', 'lawan', 'prabowo', 'wkkkk']",terima palon menang operator penerinth prabowo aman presiden peta kuat pdip vs jokowi lawan prabowo wkkkk,"Receive Palon to win the operator of the prabowo safe operator, the president"
