Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@ourhouse3450,"SAYA YAKIN SE YAKIN YAKINNYA 01 DAN 03 AKAN MEMBUAT ALIBI SETELAH INI CURANG, DLL PADAHAL INI SUARA RAKYAT SURANYA TUHAN MARI BERSATU PADU MEMBAMGUN BANGSA UNTUK INDONESIA EMAS, SEMAKIN 01 DAN 03 BERALIBI SEMAKIN MUAK RAKYAT DENGAN MEREKA DAN SEMAKIN NYUNGSEP LAH MEREKA",yakin alibi curang dll suara rakyat suranya tuhan mari satu padu membamgun bangsa indonesia emas alibi muak rakyat nyungsep,"sure the alibi cheats etc. The voice of the people of God, let's go to one solid bampers of the Indonesian nation, the Alibi Gold is fed up with the people",0.25,positive
@suhermanherman7835,Setidak&quot;nya sudah ada gambaran 02 menang mas walo masih menunggu KPU.yg penting siap kalah dalam bertanding.,gambar menang mas walo tunggu kpu kalah tanding,Mas Walo's Winning Image Wait for the KPU to lose,0.5,positive
@baihaqibnr405,Waktunya mencari alasan utk 01 dan 03 .alasan kekalahannya .<br>Mampoes loh yg pada sombong .,cari alas alas kalah mampoes loh sombong,find a reason why you're going to pois,0.0,neutral
@AminahKarim-ru8yg,ini sangat jelas ada kecurangan yg sangat nyata,curang nyata,Real cheat,0.2,positive
@wayanyogasetiawa4460,"Penyebab kemenangan prabowo cuma satu, karna lawan nya kalah... Hhhhhhh... Makanya jangan sombong, jangan memfitnah, kami rakyat yg selalu kalian kambing hitamkan , kini kalian harus terima kenyataan, PAHIT KAN.",sebab menang prabowo lawan kalah hhhhhhh sombong fitnah rakyat kambing hitam terima nyata pahit,Because winning Prabowo opponents lose hhhhhhh arrogant slander of people who are black goat receive a bitter real,0.10833333333333334,positive
@ArhamBigor,Masi hasil survei,hasil survei,survey results,0.0,neutral
@KomekWe,Mass Anies mas Anis sorry yee,mass anies mas anis sorry,Mass Anies Mas Anis Sorry,-0.5,negative
@dewicantika9303,SUATU. PUKULAN. TELAK. UNTUK. KUBU. NOMOR. TIGA. PDIP. KARENA. KALAH. SATU. PUTARAN. DAN. JUGA. KALAH. DARI. ANIES. BASWEDAN.......RAKYAT. SELAMA. INI. BOSAN. DENGAN. PDIP. KARENA. KINERJANYA. BURUK. DIMANA. KEADILAN. HUKUM. SERING. TERABAIKAN.....ORANG. ORANG. PDIP. DI. DPR. SEPERTI. IBARAT. MAKAN. MEREKA. KEKENYANGAN. SEHINGGA. LUPA. PADA. PENDERITAAN. RAKYAT.......,pukul telak kubu nomor pdip kalah putar kalah anies baswedan rakyat bosan pdip kerja buruk mana adil hukum abai orang orang pdip dpr makan kenyang lupa derita rakyat,"At a landslide camp, the number of PDIP numbers lost to the loss of Anies Baswedan People Bored PDIP PDIP WORK WORK WORK WORK THE LEGAL OF THE PDIP PARTNERS",-0.15,negative
@AminahKarim-ru8yg,ada yg aneh dengan hasil suaranya,aneh hasil suara,Strange sound results,0.17500000000000002,positive
@jokosaputrachannel846,"Allah maha kuasa,mana yg baik dan tidak jelek&quot;kan paspol lain,semoga 02 menang satu putaran",allah maha kuasamana jelek paspol lainsemoga menang putar,"Allah is the most ugly Paspola Paspol, hopefully winning",0.10000000000000002,positive
@Mariam-ls9yp,Maaf saya kgn bpk jokowi tapi allah maha adil pengantinya.bpk prabowo gibran smoga ttp ungul amiin2,maaf kangen bpk jokowi allah maha adil anti bpk prabowo gibran moga ungul amiin2,"Sorry to miss Mr. Jokowi, Allah is Adil Anti BPK Prabowo Gibran Moga Ungul Amin2",-0.5,negative
@andabisa4126,"Kan udah kami bilang, kampanye Akbar setiap paslon, belum tentu nyoblos. Itu nyoblos menurut hati mereka sendiri.",bilang kampanye akbar paslon nyoblos nyoblos hati,said the grand pair campaign voted in the heart,0.5,positive
@ArhamBigor,Anies yanga m<br>Pemenang sejati,anies yanga mpemenang sejati,Anies who are true,0.35,positive
@firyalazminailah9777,Top,top,top,0.5,positive
@MangapulSijabat-q6e,Apakah Ibu Megawati Soekarnoputri masih berani berbicara bahwa nama Jokowi itu bisa besar karena PDIP 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,megawati soekarnoputri berani bicara nama jokowi pdip,Megawati Soekarnoputri dares to speak the name of Jokowi PDIP,0.0,neutral
@kampoengchannel3445,BLok Anies tak terima kalah...,blok anies terima kalah,Anies Block Receives Losing,0.0,neutral
@kebonjobar6476,"Hahahah kecurangan kecurangan udah terima aja jagoan lu kalahhhhhhh ya njar,,,",hahahah curang curang terima jago kalahhhhhhh njar,hahahah cheating cheating accepting good at losinghhhhhh njar,0.7,positive
@jumiati7654,Semoga sehat2 aja yg pak bowo tapi  hati  kmi tetap bangga pny pak anies yg luar  bisa pintar nya...love 01,moga bowo hati bangga anies pintar love,I hope Bowo's heart is proud Anies smart love,0.5047619047619047,positive
@senopati9710,Hidup pilihanku,hidup pilih,Life Choose,0.0,neutral
@KelanKuningan,Kebetulan sigibran maunyapres ada bansos buat nipu rakyat makanya jadi menang tida punya malu jokowi 2 dinasti hasil bansos,sigibran maunyapres bansos nipu rakyat menang tida malu jokowi dinasti hasil bansos,Sigibran and Wandering the Social Association of Social Affairs Nearing the People Winning Not Embarrassed Jokowi Dynasty Results of Bansos,0.18888888888888888,positive
@RehuelObehetan-sg7jk,"Pak Prabowo cocok jadi Presiden, pak Anis dan Pak Ganjar lebih cocok jadi Presiden Direktur..",prabowo cocok presiden anis ganjar cocok presiden direktur,Prabowo Suitables President Anis Ganjar Suitable President Director,0.55,positive
@alwayshealthysby4937,Selamat untuk Presiden dan Wakil Presiden terpilih.,selamat presiden wakil presiden pilih,Congratulations President Vice President Choose,0.0,neutral
@dwirevi3906,Nilainya ganjar brp ya andaikan asn boyolali dan sebagian warga tidak dipaksa pak lurah buat di wajibkan nyoblos ganjar,nilai ganjar andai asn boyolali warga paksa lurah wajib nyoblos ganjar,Ganjar value if ASN Boyolali residents forced the Lurah Must Venklos Ganjar,-0.30000000000000004,negative
@NiasihJaya,Penilaian msyarakat keci perolehan suara dari 01 berisar diangka 22smpai 24persen.justru yg merosot adalah paslon 03. Knp...? Ada dua hal penyebabnya diantaranya pd saat debat dinilai bahwa paslon 03  terlalu sering menuduh paslon 02 tentang mslh planggaran ham dan lain lain.shg masyarakat merasa muak dgn sikap 03,nilai msyarakat keci oleh suara berisar angka 22smpai 24persen merosot paslon sebab debat nilai paslon tuduh paslon planggaran ham shg masyarakat muak sikap,The value of the community is keci by the voice of the number of 22SMPAI 24PEREN declined the paslon because the debate of the values ​​of the candidate pair accounts for the PLANGGANGAN HAM pair.,0.0,neutral
@dedyirawan1588,Ah jangan ngomong.itu cuy.malu.ah.suudon.ente.,ah omong cuy malu ah suudon ente,ah talking cuy shyly ah suudon you,0.0,neutral
@DadangDamanhuri-c1v,Sedikitpun ga percaya dg hsl hitung cepat cara orla,sedikit percaya hsl hitung cepat orla,A little trust HSL Calculates Fast Orla,0.0062500000000000056,positive
@NachyatiAja,"Semoha hasilnya jujur,Ya Allah berilah kemampuan dan kekuatan orang2 jujur dan baik menunjukan kejujurannya dan menumpas kecurangan dan kelicikan",semoha hasil jujurya allah ilah mampu kuat jujur tunjuk jujur tumpas curang kelici,Semoha Honest Results God is able to be strong honest Show honestly cheating cheating,0.5466666666666666,positive
@Mahmudsubari-c2d,"Inggat2 <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=340"">5:40</a>  01 dan 03 haruss terima kekalahan jnggan banyak bicara kalo uda kalah nanti bilang nya 02 curang 😂",inggat2 haruss terima kalah jnggan bicara kalah bilang curang,BEGAT2 MUST ACCEPT LOSE THE FACT OF THE LOSE,0.0,neutral
@kadidiyah1669,D Madura ada TPS bohong d laporkn 02 semua  hati2 bnyk yg bohong d kaji ulang  doooong,madura tps bohong laporkn bohong kaji ulang doooong,Madura TPS Lying Laporkn Lying Review Doooong,0.0,neutral
@idiadja4771,"😂😂😂 lu aja yg ga Terima dengan keunggulan. 02. Kita masarakat antusias ke prabowo, gibran.  Sudah lah legowo, pak anis pun sudah mengucapkan selamat. 😂😂😂😂",terima unggul masarakat antusias prabowo gibran legowo anis selamat,Receive Superior Community Prabowo Gibran Legowo Anis Congratulations,0.7,positive
@kamtolahat9169,Jubir 01 terkena penyakit hati..,jubir kena sakit hati,spokesman,0.0,neutral
@ludvyantrienidad2750,Saya yakin ini pasti ada yang salah dalam hal pelaksanaan Pemilu....masa hasilnya seperti ini..Yaa Alloh lindungilah negara ini dari tangan tangan orang zholim....,salah laksana milu hasil allah lindung negara tangan tangan orang zholim,One of the results of the results of Allah the Protection of the Hands of the Hands of the Zholim people,0.0,neutral
@SopiYah-yb3hg,Legowo wae lah,legowo wae,legowo wae,0.0,neutral
@TaufikAlimuddin,Klau Prabowo naik kelaparan orang,prabowo lapar orang,Prabowo is hungry,0.0,neutral
@doantlakoso5372,"Legowo saja dgn hasilx,,,,",legowo hasilx,legowo resultsx,0.0,neutral
@HadiPurnomo-j4i,Oh,oh,oh,0.0,neutral
@hermanpatasik4634,"Tida,mungkin 01 bisa meruba lagi pilihan rakyat",tidamungkin meruba pilih rakyat,maybe meuba chooses the people,0.0,neutral
@mccp5758,Polanya sama saben pemilu ✌️😁,pola saben milu,Pola Saben Milu,0.0,neutral
@Nyong_Ambon91,"Selamat kepada Bpk Prabowo dan bpk Gibran, semoga amanah",selamat bpk prabowo bpk gibran moga amanah,Congratulations Bpk Prabowo Bpk Gibran Moga Amanah,0.0,neutral
@RohminSikus,Klo aq...<br>ganjar dpat suara sbanyak itu aq pervaya...<br>Apa prestasi ganjar,ganjar dpat suara sbanyak pervaya prestasi ganjar,Ganjar can vote a lot of Ganjar achievements,0.0,neutral
@indonesiaraya8501,Welcome back orde baru !!!,welcome back orde,welcome back orde,0.4,positive
@amktltimor_leste4023,Percayalah sama pilihan rakyat   jangan lah memaksa kehendak kalian,percaya pilih rakyat paksa hendak,Believe in choosing forced people to,-0.30000000000000004,negative
@Zavier-rk4dc,kalo udah pada ngejabat jangan lupa lapangan kerja masa iya ganggur mulu susah dapet kerja,ngejabat lupa lapang kerja iya ganggur mulu susah kerja,HAVE BEEN FREE WORKING WORKS,0.4,positive
@originalinterior4571,Ciptakan aja kecuranganya. Fakta sdh di hitungan daerah kami saja nilainya di angka 7 % aja kok,cipta kecuranganya fakta hitung daerah nilai angka,Cipta fraud,0.0,neutral
@Saroh-ct6xh,Kalah mah kalah aja...,kalah mah kalah,Lose losing,0.0,neutral
@xsuopoph256,ORIBRORO,oribroro,oribroro,0.0,neutral
@solikansolikan4235,Tenang... Bnyak kecurangan 02 yg lagi di proses... 😂😂😂,tenang curang proses,calm cheating process,0.30000000000000004,positive
@baharsengkang6585,Mari kita bersatu lagi itulah demokrasi <br>Utk kemajuan bgs dan negara,mari satu demokrasi maju bagus negara,let's one democracy advanced in good country,0.55,positive
@jesicachelsy3387,Kecurangan yg sangat rapi yg dilakut tim 02 kpu dan ke 6 lembaga survei. Sebaiknya pemilihan presiden di ulang.,curang rapi dilakut tim kpu lembaga survei pilih presiden ulang,Cheating neatly conducted by the KPU Team Survey Institution Select the President,0.0,neutral
@yantopiano8593,"Rakyat kecil kangen orde baru ....aman, murah sandang pangan dan papan, pekerjaan mudah....gak seperti sekarang rakyat kecil dicekik pelan², sulit lapangan kerja,.....",rakyat kangen orde aman murah sandang pangan papan kerja mudah rakyat cekik pelan sulit lapang kerja,People Kangen Orde Safe Cheap Sandang Simple Worksheet People Celebrate PLANNING PLANNING WORK,0.3,positive
@UniVerse9512,"Pantesan di TPS sini..di denger2 pas lagi bacain..yg disebut 02 terus sesekali 01..sdngkan 03 ga ada paling cmn 1.. <br>Dan pas lihat quick count ternyata 02 mendominasi. Terbukti sih..krn di real tiap tps dsni juga mmg 02. Jadi menurut sy kemajuan teknologi dg adanya quick count perlu diapresiasi dan biasanya jarang melenceng. Kan mrka juga pake ilmunya..gak cuma2 ngitung doang. Kecurangan apaan..klo mau ditelusuri, dr tiap pendukung jg mungkin ada oknum2nya sama. masyarakat harus cerdas..krn hasil quick count jg adalah kemajuan IPTEK.",pantesan tps denger2 pas bacain sdngkan cuman pas lihat quick count dominasi bukti sih real tps maju teknologi quick count apresiasi jarang lenceng pakai ilmu cuma2 ngitung doang curang telusur dukung oknum2nya masyarakat cerdas hasil quick count maju iptek,"No wonder the TPS listened when I read it, just when I saw the quick count of the dominance of the evidence, real TPS advanced, the technological quick count appreciation, rarely used knowledge.",0.31333333333333335,positive
@ashelsanggapuantaputra5967,Haaa ada drama setelah pemilu...sudah kebaca,haaa drama milu baca,HAAA DRAMA MILU BACA,0.0,neutral
@KelanKuningan,Bukan tidaterima kalah yangjadi masalah sijokowi bagi2 bansos dipake kampanye anaknya hahaha persiden menang hasil bansos,tidaterima kalah yangjadi sijokowi bansos pakai kampanye anak hahaha persiden menang hasil bansos,Tidaterika Lose Yang Sijokowi Social Assistance Using a Child Campaign Hahaha Persiden Winning Social Assist,0.19166666666666668,positive
@aangashohul3625,01 emang jago cari kejelasan lawan,jago cari jelas lawan,good at finding clear opponents,0.39999999999999997,positive
@the1shop322,Bpk prabowo dan masgibran 02 karawang jawa barat cibuaya ungul 1putaran alhamdulilah ya allah menang bpk prabowo dan masgibran amin yarobal alamin,bpk prabowo masgibran karawang jawa barat cibuaya ungul 1putaran alhamdulilah allah menang bpk prabowo masgibran amin yarobal alamin,BPK Prabowo Masgibran Karawang West Java Cibuaya Ungul 1putaran Alhamdulilah Allah won Mr. Prabowo Masgibran Amin Yarobal Alamin,0.0,neutral
@yantopiano8593,"Pak prabowo menang itu suara rakyat,.....",prabowo menang suara rakyat,Prabowo won the voice of the people,0.0,neutral
@Saroh-ct6xh,Alhmdulilah 02 menang,alhmdulilah menang,Let's win,0.8,positive
@putusurana4536,"Kalau sudah kalah sudah mulai jadi spekulasi ke curanganlah, itulah hasil kesombongan sekarang membuahkan hasil.",kalah spekulasi curang hasil sombong buah hasil,losing speculation cheating arrogant results,0.0,neutral
@LapadapiriMangkona,"Prabowo presiden gk masalah, si gibran itu lho yg bikin muak krn cara naiknya yg haram💩",prabowo presiden sih gibran lho bikin muak naik haram,"Prabowo the president is gibran, you know, make it sick",-0.7142857142857143,negative
@blackpair6986,"Rugi donk😂😂😂😂, all in 02✌️",rugi all,loss all,0.0,neutral
@HusnaHusna-du6vn,Kecurangan terjadi ada kubu 03 di malasia suda di coblos GANJAR ITU KENYATAAN  bukan karangan.,curang kubu malasia coblos ganjar nyata karang,Cheating Kubu Malasia Coblos Ganjar Real Coral,0.2,positive
@SahwaAja-g3n,Yaa.Allah menangkan bapakPrabowo <br><br>Amiiin yaa rabal alamiin,allah menang bapakprabowo amin rabal alamiin,Allah won the manprabowo amen rabal naturalin,0.0,neutral
@kampoengchannel3445,hhaaahaa jiwa 01 bertarung takut kalah...,hhaaahaa jiwa tarung takut kalah,hahaaaaaa the soul of fighting is afraid of losing,-0.6,negative
@reaxtqro413,PRABRORO,prabroro,prabroro,0.0,neutral
@SamSyul-y3s,Alaah pintar omong aja kau itu tkn jangkar nyangkut.. Kalau kalah ya kalah aja gak usah nyari² kesalahan orang,alaah pintar omong kau tkn jangkar nyangkut kalah kalah cari salah orang,"Alaah is smart, you will be anchor, losing to lose, looking for the wrong person",-0.14285714285714285,negative
@mamaadinda6666,"Siapa pun presidennya,beban berat akan dipikul,kalo TDK sesuai dgn janji2 rakyat akan protis .",presidennyabeban berat dipikulkalo sesuai janji2 rakyat protis,The president is a heavy burden on the beabal according to the promises of the protis people,-0.2,negative
@campurngawur5595,"Apa kabar timses 03 untuk bali dan jateng, yg katanya kandang banteng??😂😂😂😂",kabar timses bal jateng kandang banteng,the news of the jateng bull bull timses,0.0,neutral
@PutraGentarawang,"Gak ada kecurangan itu reall,,kalo kalah iya harus menerima kekalahan",curang reallkalo kalah iya terima kalah,Cheating Reallkalo lost yes accept losing,0.0,neutral
@ahmadsufian7875,LANGSUNG LANTIK AJA GAK USAH PAKE PEMILU,langsung lantik pakai milu,Install to be inaugurated using MILU,0.0,neutral
@wahidpramono7752,Kpu seharusnya menampakan angka perhitungan berjalan mulai dari 0%-100% bukan quicon yang dimunculkan...Alloh maha tahu...pemilu indonesia hasilnya bisa ditebak walaupun tidak ada coblosan...pasti yang menang penguasa...saya sudah tebak sebelum coblosan...smoga amanah...klo tidak... rakyat sengsara semua dinaikkan...hanya pada Alloh bertawakal....,kpu tampak angka hitung jalan quicon muncul allah maha milu indonesia hasil tebak coblos menang kuasa tebak coblos moga amanah rakyat sengsara naik allah tawakal,"The KPU appears that the number of Calculating the Quicon Path Appears God, the Indonesian Guess the Guess the Coblos Wins the Power of Guess the Coblos Moga Mandah Rakyan Mentar Rise God Tawakal",0.3,positive
@ksn149,KITA JANGAN PERCAYA DENGAN QUICK COUNT ITU DARI DULU TUKANG TIPU TIPU RAKYAT !!! KITA BELAJAR DARI YANG SUDAH SUDAH QUICK COUNT ITU SI TUKANG PENIPU RAKYAT YANG SESUNGGUHNYA !!! ❤❤❤ ALLAHU AKBAR ALLAHU AKBAR ALLAHU AKBAR,percaya quick count tukang tipu tipu rakyat ajar quick count sih tukang tipu rakyat sungguh allahu akbar allahu akbar allahu akbar,Believe Quick Count Tricked People's Cheating Quick Count Sih People's Cheating Really Allahu Akbar Allahu Akbar Allahu Akbar,0.2888888888888889,positive
@aristyahiswara8841,"Biasa lah yg kalah selalu beralasan karena curang.....namanya juga politisi, jangan bawa2 nama rakyat deh. Sdh jelaskan rakyat mendukung siapa....",kalah alas curang nama politis nama rakyat deh rakyat dukung,Losing the base of cheating the political name of the people's names deh the people support,-0.4,negative
@kris-jw7dz,Kalah yaaa kalah aja.<br>Akui dgn legowo,kalah kalah aku legowo,Lose I was legowo,0.0,neutral
@daffaibnusyahputra1709,TKN 01 negative thonking teroossss,tkn negative thonking teroossss,tkn negative thonking teroossss,-0.3,negative
@akhmadyusuf2273,"Menyaksikan hasil pemilu 2024 awalnya saya kecewa dan marah. Semalaman merenung, saya bertanya-tanya dalam pikiran, dimanakah adanya Allah SWT? Saya berfikir masa jutaan sholawat rakyat kalah sama joget2??? <br>Namun saya terus berfikir, akhirnya saya bersyukur terhindar dari kekufuran. Saya ingat sejarah membuktikan ribuan tahun silam Firaun berkuasa, itu adalah ujian bagi orang2 yg beriman dan bertaqwa.<br>Begitu juga saat ini di Indonesia, kemenangan Firaun Milenial adalah ujian utk Warga Indonesia yg beriman dan bertaqwa. Saat ini Allah SWT masih memberikan kesempatan kpd mereka. Akan tiba waktunya kebenaran mengalahkan kedholiman.<br><br>Sekarang saya jadi ringan, tdk terbebani lagi dengan kekalahan Bah Anies dalam Pilpres 2024. Tapi saya percaya Bah Anies dan Para Pendukung mendapatkan kemenangan sejati dihadapan Allah.<br>Tugas Pendukung AMIN pasca pemilu ini laksanakan ibadah sesuai dengan Agama dan keyakinan masing2. Khusus utk Muslim jangan tinggalkan sholat 5 waktu, tahajud, puasa, dan lain2, terus lakukan perbuatan baik di kehidupan ini utk mendapatkan ridho Allah SWT.<br><br>Terima kasih yaa Allah saya telah menjadi bagian dari perjuangan Bah Anies dan Cak Imin. Semoga istiqomah. Aamiin YRA🖑🖐",saksi hasil milu kecewa marah malam renung bertanyatanya pikir mana allah swt pikir juta sholawat rakyat kalah joget2 pikir syukur hindar kufur sejarah bukti ribu silam firaun kuasa uji iman bertaqwa indonesia menang firaun milenial uji warga indonesia iman bertaqwa allah swt sempat benar kalah kedholiman ringan beban kalah bah anies pilpres percaya bah anies dukung menang sejati hadap allah tugas dukung amin pasca milu laksana ibadah sesuai agama yakin khusus muslim tinggal sholat tahajud puasa lain2 laku buat hidup ridho allah swt terima kasih allah juang bah anies cak imin moga istikamah amin yra,"Witnesses The results of the results of the mile are disappointed that the night of the night, it means that Allah thinks that the millions of people think that the people are losing to the Jogging, thinking about the Hindar Kufr History of the Thousand Firan Power of the Power of Testing of the Faith of the Indonesian Winning the Millennial Test of the Indonesian Citizens Especially for Muslims, other fasting is fasting, for life to live Allah, thank you, Allah, thank God, I am a lot",-0.04772727272727273,negative
@JoniYudha-m6k,Aneh banget pendukung nyata pilih satu di kertas ko jadi 2,aneh banget dukung nyata pilih kertas,really strange to support the real choose paper,0.07500000000000001,positive
@ahmadjihad5499,"&quot; para elit politik yg terhormat siapapun capres dn cawapres<br>Yg menang terimalah pak, ka<br>Mi pendukung dari ke tiga calon dari kalangan bawah su<br>Dah ngopi bareng pak demi<br>Negara kita yg kita cinta damai aman dn sentosa.",elit politik hormat capres cawapresyg menang terima dukung calon kalang ngopi bareng negara cinta damai aman sentosa,Political Elite Respect Candidate candidate Cawapresyg Wins Accept Support Candidates for Kalang Ngopi With the State of Love Peaceful Sentosa,0.2625,positive
@KelanKuningan,Jokowiberhasil membangun dinasti dari bansos duit rayat dipake kepentingan pribadi nipu rayat mebodohi rayat pasti akan cepat mati,jokowiberhasil bangun dinasti bansos duit rayat pakai penting pribadi nipu rayat mebodohi rayat cepat mati,"JOKOWBERHERS, BUILDING DISTRICT, SOCIAL DISTRICT, RAYAT MONEY USE IMPORTANT PRIVATE VOCATIONAL SCHOOL",0.18333333333333335,positive
@DariSah-v6l,Ada yg beres pemiluhan tahun ini,beres pemiluhan,After the election,0.0,neutral
@lisamakeupartist875,"Pak Ganjar salah pilih partai.. kalo dia bukan PDI, gw pasti pilih dia.. coz takutnya jadi boneka lagi si kanjeng Ratu..",ganjar salah pilih partai pdi gue pilih coz takut boneka sih kanjeng ratu,Take a mistake to choose the PDI party to choose coz afraid of the doll of the Queen,-0.6,negative
@frenstener2970,"Jawa Timur sekali lagi membuktikan bahwa untuk urusan PilPres atau PilGub, maka kekuatan PDIP dan PKB &quot;melempem&quot; meskipun secara &quot;suara partai&quot; mereka termasuk Partai Besar dan dominan .... Untuk ke depan harap belajar dari pengalaman PilGub Jatim 2018 dan PilPres 2024 ....",jawa timur bukti urus pilpres pilgub kuat pdip pkb melempem suara partai partai dominan harap ajar alam pilgub jatim pilpres,East Java Proof of Urus Pilgub Pilgub Pilgub PDIP PDIP PKB Slawed Votes Dominant Party Hoping to Teach Natural Pilgub East Java Pilpres Pilgub,0.1,positive
@suyantoyanto992,0103 ini otaknya otak somplak selalu suudzon jangan remehkan suara rakyat pelototin tps anda curang gak?kalah kalah aja gak usah cari kambing hitam ngomong muter muter gak jelas,otak otak somplak suudzon remeh suara rakyat pelototin tps curang gakkalah kalah cari kambing hitam omong muter muter,Brain Brain Somplak Suudzon Turden the Voice of the People of the TPS Pelototin Cheat Not Losing to Look for Black Goats Talking,-0.16666666666666666,negative
@lulukirik19,yg kalah pasti bilang curang... dulu banteng menang gk bilang curang😂,kalah bilang curang banteng menang bilang curang,losing says cheating bull wins say cheating,0.3,positive
@daffaibnusyahputra1709,di karawang 01 dan 03 emang kalah telak woy... itungan manual..  untuk pendukung 02 simpan baik baik hasil itungan manual yg ada d tps masing masing... biar gk ada lagi teriak curang curang terus mereka sampe gk percaya klo suara 02 banyak,karawang kalah telak woy hitung manual dukung simpan hasil hitung manual tps biar teriak curang curang percaya suara,Karawang lost a landslide woy count manual support the save results of the TPS manual calculation so that it shouted cheating to believe in the sound,0.4,positive
@windaayuny7291,"Rakyat yang pilih anda tidak boleh propokasi rakyat, paslon 02 memang  rakyat yang pilih jadi presiden. Jokowi presiden yang di cintai rakyat Indonesia, menimal 50% rakyat cinta presiden jokowi, jadi wajar paslon 02 menang karena rakyat yang pilih, kecurangan dan mk yang anda gaungkan itu tidak di dengarkan rakyat, apa pun isuu itu yang penting untuk kebaikan rakyat Indonesia. Jadi rakyat indonesia pilih paslon 02 . Pemilu Damai dan tampah hoax dan isu yang bisa memecah belah rakyat, prabowo gibran memang karena rakyat Indonesia yang suka 😂😂😂",rakyat pilih propokasi rakyat paslon rakyat pilih presiden jokowi presiden cinta rakyat indonesia menimal rakyat cinta presiden jokowi wajar paslon menang rakyat pilih curang gaung dengar rakyat isuu baik rakyat indonesia rakyat indonesia pilih paslon milu damai tampah hoax isu pecah belah rakyat prabowo gibran rakyat indonesia suka,"the people choose the people's propocacy for the people of the people to choose the president of the Indonesian love for the people of the love of the love of President Jokowi, it is natural for the people to win the people, choose the echo of the people, the either the Indonesian people, the Indonesian people, choose the Paslon Milu Damai, Tampah Hoax.",0.4800000000000001,positive
@JumiLah-l9w,Ha ha kalau sudah kalah bilang nya ada kecurangan itu sudah  salah orang q aja  no 2,ha ha kalah bilang curang salah orang ku no,ha ha losing says cheating my mistakes no,0.0,neutral
@abusayyaf304,Sampai hari ini aku tidak yakin kejujuran quick count,jujur quick count,jujur quick count,0.3333333333333333,positive
@leesonseox6355,"Ganjar salah pilih wakil, seharusnya sama Ridwan Kamil pasangannya...",ganjar salah pilih wakil ridwan kamil pasang,Ganjar Salah Choose Deputy Ridwan Kamil Installing,0.0,neutral
@edrian1495,"Hasil Quick Count, Merupakan Perhitungan Cepat, dengan mengambil data sample  berkisar 10% dari jumlah 823.220 TPS, Sedangkan Real Count, Perhitungan ysng didasari pada Seluruh dari 823.220 TPS, <br>Jadi Hadil Quick Count, Merupakan Manuver Menggoyangkan Mental bagi Paslon.yang Lemah.",hasil quick count hitung cepat ambil data sample kisar tps real count hitung ysng dasar tps hadil quick count manuver goyang mental paslon lemah,Quick Count Results Calculate Quickly Take Sample Data Kisar TPS Real Count Calculate the basic TPS Hadil Quick Count Manuvering Mental Paslon Weak,0.10357142857142855,positive
@bismarkmorris,Bapak Jokowi hebat. The real King Maker.,jokowi hebat the real king maker,Jokowi Great The Real King Maker,0.5,positive
@peniwiga,"Selamat pak Prabowo danas Gibran❤ semua harus legowo bisa menerima kemenangan Paslon 02. Jangan adalagi fitnah dan cacian untuk kemenangan 02, perdamaian yang diharapkan semua rakyat.",selamat prabowo danas gibran legowo terima menang paslon adalagi fitnah caci menang damai harap rakyat,"Congratulations Prabowo Danas Gibran Legowo Receives Winning Paslon is the slander of Caci Winning peacefully, hope the people",0.4166666666666667,positive
@Mpadilaz,"Saya tidak pernah dapat bansos,,,tapi saya tetep pilih 02,,jadi artinya bukan karena bansos dan itu ini broooo🤫🤫",bansostapi pilih bansos broooo,Bansostapi Choose Bansos Brooooo,0.0,neutral
@kurniawan9249,"Jokowi dilawan, mampus semua pembenci Jokowi",jokowi lawan mampus benci jokowi,Jokowi opponents can hate Jokowi,-0.8,negative
@PakisTayu-q5n,Jangan suka meremehkan org&quot; GIRILUSI JALMO TAN KENO KINIRO&quot;,suka remeh orang girilusi jalmo tan keno kiniro,trivial people to appreciate the jalmo tan know now,0.0,neutral
@yosepgoriskelen5712,Harus mengakui  kekurangan mu politik memang menyakit kan mari kita kalau sering menyudut kan ke Paslon lain hasilnya 😂😂😂😂😂,aku kurang mu politik sakit mari sudut paslon hasil,"I lack you, sick politics let's angle of the paslon results",-0.7142857142857143,negative
@pangestu1481,Wah   menyedihkab sekali 03...,menyedihkab,chicken,-0.6,negative
@YudhiOplosan,Bacot saja kau jgn bikin provokator  harus damai terima lapang dada,bacot kau bikin provokator damai terima lapang dada,Bacot you make a peaceful provocateur accept grace,0.25,positive
@isti2642,Kl kalah itu di mana2 mencari  kekurangan rival nya ....buktikn sj  secara kongkrit ....wis lah introspeksi itu penting ....percuma krn menang telak.....hmmmm....salam 2 jari semangat pak prabowo dan mas  Gibran .....❤❤❤,kalah mana2 cari kurang rival buktikn kongkrit wis introspeksi menang telak hmmmm salam jari semangat prabowo mas gibran,Losing Mana2 Look for Lack of Rivals Bangktikn Kongkrit Wis Introspection Wins Hmmmm Hmmmm Greetings Prabowo Mas Gibran,0.3,positive
@indangwati2381,Awas ada kecurangan ..,awas curang,Caution cheating,0.0,neutral
@SuwandiSuwandi-ft7br,Haha gk nerima kalah,haha terima kalah,haha accept losing,0.2,positive
